neighbourhood_group,neighbourhood,room_type,price_per_night,minimum_nights_to_book,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,East Flatbush,Entire home/apt,150,3,1,0.16,1,0
Manhattan,East Harlem,Private room,72,5,21,2.23,2,165
Brooklyn,Prospect Heights,Private room,120,5,37,1.71,1,135
Brooklyn,Park Slope,Entire home/apt,150,5,10,0.17,1,0
Brooklyn,Bushwick,Private room,60,1,21,3.35,3,78
Manhattan,East Harlem,Private room,75,2,1,0.02,1,0
Queens,Rego Park,Private room,39,1,2,0.04,1,0
Manhattan,Greenwich Village,Entire home/apt,200,2,29,0.65,1,0
Manhattan,Washington Heights,Entire home/apt,300,5,6,2.5,1,252
Manhattan,Harlem,Private room,49,2,79,1.22,3,52
Brooklyn,Williamsburg,Entire home/apt,250,3,16,2.35,1,271
Manhattan,Lower East Side,Entire home/apt,110,6,5,0.13,1,12
Manhattan,West Village,Entire home/apt,300,2,22,3.11,1,168
Brooklyn,Bushwick,Private room,45,4,2,0.05,1,0
Manhattan,Inwood,Private room,34,1,15,0.85,1,0
Brooklyn,Williamsburg,Entire home/apt,250,2,2,0.33,1,0
Brooklyn,Williamsburg,Entire home/apt,165,5,117,1.28,1,23
Brooklyn,Sunset Park,Private room,73,1,10,0.36,3,121
Manhattan,Harlem,Private room,42,14,2,0.11,1,0
Brooklyn,Bushwick,Entire home/apt,172,3,135,2.99,2,247
Manhattan,SoHo,Entire home/apt,200,4,68,0.95,1,21
Queens,Astoria,Entire home/apt,300,7,1,0.16,1,42
Manhattan,Hell's Kitchen,Shared room,69,1,17,1.3,3,212
Manhattan,Washington Heights,Entire home/apt,99,4,2,0.09,1,0
Queens,Jackson Heights,Private room,100,1,1,0.46,2,179
Brooklyn,Bushwick,Private room,85,1,14,0.62,2,0
Brooklyn,Williamsburg,Entire home/apt,150,2,2,0.08,1,0
Brooklyn,Williamsburg,Private room,60,5,1,0.71,1,187
Brooklyn,Williamsburg,Entire home/apt,175,2,71,2.35,1,68
Brooklyn,Williamsburg,Private room,140,3,1,0.11,1,0
Manhattan,Midtown,Entire home/apt,218,5,69,1.81,2,152
Manhattan,Upper East Side,Entire home/apt,220,4,2,0.28,1,0
Manhattan,Upper West Side,Entire home/apt,175,1,11,0.33,2,0
Queens,Springfield Gardens,Private room,65,2,10,2.38,3,68
Brooklyn,Prospect Heights,Entire home/apt,166,30,1,0.24,1,365
Brooklyn,Williamsburg,Private room,85,1,56,7.0,2,51
Manhattan,Upper West Side,Private room,55,2,14,0.81,2,0
Manhattan,Nolita,Private room,65,3,2,0.05,2,0
Queens,Astoria,Private room,75,5,1,0.02,1,0
Brooklyn,Fort Hamilton,Private room,70,2,8,0.59,1,0
Manhattan,Hell's Kitchen,Private room,51,7,23,0.43,1,88
Queens,Kew Gardens,Private room,60,2,137,6.27,1,32
Manhattan,East Harlem,Private room,62,1,4,4.0,1,7
Manhattan,Washington Heights,Private room,75,2,34,0.35,1,222
Manhattan,Tribeca,Entire home/apt,251,1,12,0.43,1,0
Manhattan,Washington Heights,Private room,47,3,13,0.99,1,174
Manhattan,Greenwich Village,Private room,150,2,1,0.14,1,0
Brooklyn,Prospect Heights,Private room,115,2,2,0.92,1,362
Brooklyn,Williamsburg,Private room,76,2,34,0.7,1,39
Queens,Kew Gardens Hills,Private room,50,2,2,1.62,1,89
Manhattan,Lower East Side,Entire home/apt,125,30,1,0.68,2,46
Queens,Hollis,Entire home/apt,100,1,3,0.14,1,0
Queens,Astoria,Entire home/apt,140,1,2,0.05,1,0
Manhattan,Roosevelt Island,Shared room,45,1,1,0.02,1,0
Brooklyn,Crown Heights,Shared room,29,2,4,0.22,3,1
Brooklyn,Williamsburg,Private room,65,5,1,0.39,1,35
Brooklyn,Crown Heights,Private room,40,1,3,0.22,1,0
Manhattan,Washington Heights,Entire home/apt,125,2,2,1.4,1,321
Manhattan,East Village,Entire home/apt,165,7,57,0.68,1,32
Queens,Astoria,Private room,88,5,7,0.22,1,0
Manhattan,Chelsea,Entire home/apt,200,3,10,1.35,1,263
Manhattan,Harlem,Private room,60,1,6,0.14,1,0
Queens,Sunnyside,Shared room,50,1,25,1.56,1,5
Brooklyn,Williamsburg,Private room,80,3,4,0.16,1,0
Brooklyn,Bushwick,Private room,75,2,85,4.65,2,128
Brooklyn,Bedford-Stuyvesant,Private room,65,5,69,2.4,1,104
Brooklyn,Greenpoint,Private room,59,2,155,5.2,2,60
Queens,Long Island City,Private room,51,1,165,2.36,1,361
Manhattan,Harlem,Entire home/apt,198,5,42,1.07,1,267
Manhattan,East Village,Entire home/apt,190,2,2,1.4,2,0
Manhattan,Midtown,Entire home/apt,139,2,132,3.66,1,154
Queens,Jamaica,Private room,29,1,26,3.84,1,0
Brooklyn,Downtown Brooklyn,Entire home/apt,120,2,1,0.03,1,0
Manhattan,Hell's Kitchen,Private room,69,2,22,0.64,2,7
Brooklyn,Williamsburg,Private room,60,2,3,0.34,2,1
Manhattan,Stuyvesant Town,Entire home/apt,188,10,1,0.68,1,21
Bronx,Kingsbridge,Private room,37,2,63,1.15,2,305
Brooklyn,Greenpoint,Private room,60,4,30,0.83,2,0
Manhattan,Harlem,Private room,65,1,6,0.12,1,341
Queens,Glendale,Private room,35,7,1,0.11,1,365
Queens,Jamaica Hills,Private room,65,1,16,0.5,1,0
Manhattan,Morningside Heights,Entire home/apt,175,2,1,0.05,1,0
Manhattan,East Harlem,Entire home/apt,89,2,52,2.75,1,3
Manhattan,Upper West Side,Entire home/apt,170,7,4,0.17,1,0
Manhattan,East Harlem,Private room,85,1,98,4.39,2,0
Queens,Astoria,Private room,29,5,11,0.59,1,156
Queens,Ozone Park,Entire home/apt,125,7,3,0.33,1,69
Brooklyn,Sheepshead Bay,Private room,55,1,3,1.15,1,0
Manhattan,Harlem,Entire home/apt,155,5,22,0.44,1,362
Queens,East Elmhurst,Private room,45,3,13,5.42,2,80
Manhattan,Morningside Heights,Entire home/apt,150,2,4,2.55,1,101
Manhattan,East Village,Private room,95,1,6,1.49,1,160
Brooklyn,East New York,Private room,300,3,8,0.26,2,80
Brooklyn,Clinton Hill,Private room,100,5,1,0.15,2,6
Brooklyn,Williamsburg,Entire home/apt,115,4,38,0.89,1,0
Manhattan,Roosevelt Island,Entire home/apt,250,2,52,2.1,1,0
Manhattan,Washington Heights,Private room,35,30,1,0.04,1,0
Brooklyn,Bushwick,Private room,59,10,19,0.27,1,0
Manhattan,Harlem,Entire home/apt,250,28,7,1.02,1,183
Manhattan,Harlem,Entire home/apt,195,30,2,0.62,1,239
Manhattan,Chelsea,Private room,179,2,251,3.15,1,157
Manhattan,Hell's Kitchen,Entire home/apt,179,3,17,0.67,1,5
Manhattan,Chinatown,Entire home/apt,180,5,11,0.56,1,171
Queens,Ditmars Steinway,Private room,69,2,2,0.23,2,74
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,2,3,0.08,1,0
Manhattan,Harlem,Private room,100,1,8,1.26,3,253
Manhattan,East Village,Entire home/apt,133,28,2,0.05,1,0
Brooklyn,Fort Greene,Entire home/apt,108,3,5,0.36,3,99
Queens,Sunnyside,Private room,85,10,27,0.71,1,125
Manhattan,Upper West Side,Private room,110,3,5,2.08,2,158
Brooklyn,Park Slope,Entire home/apt,150,5,1,0.02,1,0
Manhattan,Harlem,Entire home/apt,155,2,138,3.79,1,232
Manhattan,West Village,Entire home/apt,120,4,6,0.49,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,2,1,0.02,1,0
Brooklyn,Williamsburg,Entire home/apt,229,3,12,0.15,1,319
Manhattan,Upper East Side,Entire home/apt,105,2,21,0.82,1,0
Manhattan,Lower East Side,Private room,75,1,2,0.11,1,0
Brooklyn,Sunset Park,Entire home/apt,115,2,4,0.11,1,0
Manhattan,West Village,Entire home/apt,200,2,3,0.27,1,0
Queens,Astoria,Entire home/apt,225,2,3,1.23,1,23
Brooklyn,Crown Heights,Entire home/apt,148,7,56,1.05,1,44
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,79,5,2,1.28,1,8
Brooklyn,Clinton Hill,Entire home/apt,145,5,53,0.9,1,14
Brooklyn,Clinton Hill,Private room,61,4,3,0.06,1,0
Queens,Glendale,Private room,40,2,1,1.0,1,90
Brooklyn,Williamsburg,Entire home/apt,199,4,7,0.28,2,65
Manhattan,East Village,Entire home/apt,170,5,29,0.98,1,0
Manhattan,Harlem,Shared room,75,2,8,0.52,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,45,1,2,0.04,1,0
Brooklyn,East Flatbush,Entire home/apt,97,3,177,2.64,1,272
Manhattan,Upper East Side,Shared room,80,1,1,0.06,1,170
Brooklyn,Bedford-Stuyvesant,Private room,65,2,32,2.89,1,37
Brooklyn,Williamsburg,Private room,80,2,38,0.89,3,0
Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,0.76,3,0
Manhattan,Lower East Side,Entire home/apt,140,3,4,0.17,1,0
Manhattan,East Harlem,Private room,60,14,1,0.16,1,55
Manhattan,West Village,Entire home/apt,182,30,31,3.88,2,12
Manhattan,Lower East Side,Private room,100,1,1,0.02,1,0
Brooklyn,Bushwick,Private room,56,2,32,2.97,1,158
Queens,Queens Village,Entire home/apt,99,1,6,4.86,1,15
Brooklyn,Williamsburg,Private room,60,5,1,0.02,1,0
Brooklyn,Williamsburg,Entire home/apt,153,3,17,0.48,1,31
Brooklyn,Bedford-Stuyvesant,Private room,55,2,6,3.53,1,89
Brooklyn,Clinton Hill,Private room,60,2,15,0.5,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,15,4.89,1,75
Manhattan,Upper West Side,Entire home/apt,200,30,28,0.45,3,0
Brooklyn,Flatbush,Private room,39,2,7,0.27,1,0
Manhattan,Harlem,Private room,77,2,36,1.49,1,116
Brooklyn,Williamsburg,Private room,95,1,1,0.45,1,0
Brooklyn,Williamsburg,Private room,60,3,1,0.05,1,0
Manhattan,Harlem,Private room,70,1,14,0.38,1,0
Brooklyn,Boerum Hill,Private room,99,1,75,1.28,1,125
Manhattan,Harlem,Private room,34,1,1,0.05,1,0
Brooklyn,Prospect Heights,Private room,55,1,147,1.57,1,293
Manhattan,Midtown,Entire home/apt,189,29,3,0.27,1,358
Manhattan,Upper East Side,Private room,85,3,134,1.96,1,108
Manhattan,Inwood,Private room,50,4,2,0.16,2,0
Bronx,Mott Haven,Entire home/apt,130,1,38,3.68,1,349
Brooklyn,Williamsburg,Entire home/apt,185,2,1,0.04,1,0
Queens,Arverne,Private room,100,2,10,6.82,1,67
Brooklyn,Greenpoint,Entire home/apt,117,2,17,0.47,1,0
Brooklyn,Park Slope,Entire home/apt,150,30,42,1.11,1,117
Manhattan,East Village,Entire home/apt,299,2,21,1.08,2,2
Manhattan,Lower East Side,Entire home/apt,110,1,1,0.02,1,0
Manhattan,Chelsea,Entire home/apt,180,7,3,2.31,1,0
Brooklyn,Crown Heights,Entire home/apt,65,2,6,1.94,1,4
Queens,Fresh Meadows,Private room,60,1,100,4.27,3,311
Manhattan,East Village,Entire home/apt,175,20,2,1.3,1,27
Brooklyn,Bushwick,Entire home/apt,135,4,76,2.61,1,76
Bronx,Belmont,Private room,40,2,28,6.72,1,84
Manhattan,West Village,Entire home/apt,175,2,7,2.92,1,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,134,4,65,2.56,1,130
Manhattan,East Village,Entire home/apt,175,3,27,0.75,1,0
Manhattan,Hell's Kitchen,Private room,199,2,93,2.14,3,232
Manhattan,Upper West Side,Entire home/apt,165,2,9,0.16,1,0
Queens,Astoria,Private room,69,5,20,2.43,1,37
Queens,Astoria,Private room,150,2,4,0.55,1,0
Brooklyn,Bedford-Stuyvesant,Private room,34,6,81,1.35,3,92
Queens,Long Island City,Entire home/apt,139,2,6,0.13,1,0
Manhattan,East Village,Private room,89,5,11,0.84,2,76
Brooklyn,Gowanus,Entire home/apt,63,5,2,0.05,1,0
Brooklyn,Crown Heights,Entire home/apt,170,3,28,0.62,1,0
Brooklyn,Bedford-Stuyvesant,Private room,125,3,1,1.0,2,365
Brooklyn,Park Slope,Entire home/apt,130,2,24,3.27,1,2
Queens,Long Island City,Entire home/apt,225,1,1,0.02,1,0
Manhattan,Upper East Side,Entire home/apt,150,2,25,0.66,1,0
Brooklyn,East New York,Entire home/apt,69,4,159,3.25,2,48
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,5,27,2.12,1,0
Queens,Rego Park,Entire home/apt,268,3,1,1.0,3,173
Queens,Sunnyside,Entire home/apt,95,30,3,0.09,2,357
Brooklyn,Bedford-Stuyvesant,Private room,125,3,1,0.03,1,0
Manhattan,Harlem,Entire home/apt,200,2,68,2.9,3,43
Queens,Ridgewood,Private room,180,1,2,2.0,3,78
Brooklyn,East Flatbush,Private room,50,1,24,1.12,2,0
Brooklyn,Crown Heights,Private room,100,7,3,0.29,3,161
Manhattan,Upper East Side,Entire home/apt,250,2,10,0.33,1,0
Manhattan,East Village,Private room,95,1,78,4.79,1,5
Brooklyn,Clinton Hill,Entire home/apt,105,14,9,0.21,1,285
Brooklyn,Williamsburg,Entire home/apt,249,60,2,0.08,1,0
Manhattan,SoHo,Entire home/apt,165,10,31,0.71,1,55
Brooklyn,Bushwick,Private room,75,5,4,0.12,1,88
Brooklyn,Williamsburg,Entire home/apt,190,2,46,2.97,1,239
Brooklyn,East Flatbush,Private room,75,1,2,0.21,3,125
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,4,4.0,1,155
Brooklyn,Flatbush,Entire home/apt,200,4,17,0.78,1,95
Brooklyn,Bedford-Stuyvesant,Private room,80,2,77,1.91,3,12
Queens,Bay Terrace,Entire home/apt,184,3,146,2.46,1,143
Brooklyn,Williamsburg,Private room,77,1,2,0.07,1,0
Brooklyn,Crown Heights,Private room,40,1,1,0.01,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,5,2,0.18,2,0
Manhattan,Kips Bay,Entire home/apt,200,3,4,0.08,2,0
Brooklyn,Williamsburg,Entire home/apt,219,30,3,0.09,3,36
Bronx,Norwood,Shared room,33,2,8,0.71,1,6
Brooklyn,Sunset Park,Private room,112,1,10,1.15,2,0
Brooklyn,Flatbush,Entire home/apt,90,4,7,0.18,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,4,6,0.58,2,1
Manhattan,Hell's Kitchen,Private room,75,5,53,1.34,1,239
Manhattan,Kips Bay,Private room,70,1,119,5.78,2,3
Brooklyn,Williamsburg,Entire home/apt,125,4,2,0.11,1,0
Brooklyn,Boerum Hill,Entire home/apt,190,2,8,0.87,1,0
Queens,Astoria,Private room,65,5,10,0.28,1,68
Manhattan,Lower East Side,Entire home/apt,164,1,1,1.0,1,163
Queens,Astoria,Private room,100,1,1,1.0,3,89
Manhattan,Kips Bay,Entire home/apt,275,30,35,5.0,1,253
Manhattan,Inwood,Private room,75,2,5,0.66,1,0
Brooklyn,Bushwick,Private room,90,2,6,0.15,1,358
Brooklyn,Williamsburg,Entire home/apt,151,5,39,0.58,2,0
Brooklyn,Bushwick,Private room,39,2,9,0.29,3,79
Brooklyn,Bushwick,Entire home/apt,126,3,98,1.95,1,180
Brooklyn,Bushwick,Entire home/apt,93,30,23,0.4,1,226
Manhattan,Murray Hill,Entire home/apt,200,4,2,0.1,1,0
Brooklyn,Park Slope,Private room,40,1,2,0.06,1,0
Manhattan,Upper East Side,Entire home/apt,115,2,1,1.0,1,234
Manhattan,West Village,Entire home/apt,250,3,4,0.39,1,0
Manhattan,Chelsea,Private room,150,5,4,0.22,1,0
Manhattan,Harlem,Private room,75,5,5,0.1,1,0
Manhattan,Kips Bay,Private room,100,5,2,0.07,1,0
Manhattan,Upper East Side,Entire home/apt,86,27,2,0.19,1,154
Brooklyn,Brownsville,Private room,40,1,6,0.3,2,0
Manhattan,East Village,Entire home/apt,199,2,54,0.72,1,322
Brooklyn,Park Slope,Entire home/apt,275,2,60,1.26,1,0
Queens,Rego Park,Private room,38,2,43,3.32,1,0
Queens,Long Island City,Private room,45,3,2,0.38,1,5
Brooklyn,Bedford-Stuyvesant,Private room,50,30,2,0.07,1,0
Manhattan,Upper East Side,Entire home/apt,170,3,2,0.05,1,0
Brooklyn,Bay Ridge,Entire home/apt,90,1,92,4.09,1,312
Manhattan,Hell's Kitchen,Entire home/apt,179,4,4,2.26,1,260
Manhattan,Upper East Side,Entire home/apt,250,2,85,3.28,2,306
Brooklyn,Bushwick,Entire home/apt,98,1,201,4.37,1,293
Manhattan,West Village,Entire home/apt,240,5,94,1.1,1,134
Manhattan,Nolita,Private room,100,2,6,0.25,1,0
Brooklyn,Williamsburg,Private room,71,1,8,0.81,1,0
Brooklyn,Greenpoint,Entire home/apt,125,2,8,0.31,1,0
Queens,Maspeth,Entire home/apt,86,2,78,2.55,1,149
Brooklyn,Bushwick,Private room,70,1,5,0.78,1,81
Brooklyn,Bedford-Stuyvesant,Private room,140,4,8,0.21,1,89
Brooklyn,Williamsburg,Private room,85,5,1,0.02,1,0
Brooklyn,Williamsburg,Private room,58,1,270,5.29,2,83
Brooklyn,Gowanus,Entire home/apt,130,1,10,0.52,2,46
Manhattan,Washington Heights,Private room,55,3,89,2.53,1,66
Brooklyn,Williamsburg,Private room,60,2,14,1.99,1,0
Queens,Astoria,Private room,60,1,19,0.85,2,250
Queens,Astoria,Entire home/apt,130,3,50,1.27,2,352
Manhattan,Harlem,Entire home/apt,125,1,7,0.19,1,0
Manhattan,Washington Heights,Entire home/apt,95,7,1,0.77,1,25
Manhattan,Upper East Side,Private room,109,1,9,2.87,2,0
Brooklyn,Bushwick,Entire home/apt,67,30,10,0.16,1,26
Brooklyn,Williamsburg,Private room,115,1,2,0.61,1,89
Brooklyn,Williamsburg,Entire home/apt,95,45,1,0.06,1,0
Manhattan,East Harlem,Private room,108,3,161,1.98,2,24
Manhattan,Washington Heights,Private room,55,1,17,3.31,1,30
Brooklyn,Carroll Gardens,Entire home/apt,160,2,52,2.16,1,9
Brooklyn,Flatbush,Private room,65,1,4,4.0,1,109
Queens,Ditmars Steinway,Private room,87,3,3,0.1,2,343
Manhattan,Inwood,Private room,60,4,95,3.65,1,323
Manhattan,Midtown,Entire home/apt,250,20,14,2.04,2,315
Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,5,24,1.11,1,215
Manhattan,Washington Heights,Entire home/apt,175,1,1,0.02,1,0
Brooklyn,Williamsburg,Entire home/apt,90,2,13,0.59,1,6
Manhattan,Gramercy,Entire home/apt,199,2,3,0.07,1,19
Queens,Long Island City,Private room,70,15,3,1.32,1,135
Staten Island,Stapleton,Private room,52,2,137,3.17,3,340
Manhattan,Washington Heights,Private room,105,3,3,1.61,3,180
Manhattan,East Village,Entire home/apt,145,3,7,0.91,1,4
Manhattan,Washington Heights,Private room,50,1,3,0.19,1,0
Brooklyn,Sunset Park,Entire home/apt,130,10,1,0.65,1,90
Manhattan,East Harlem,Private room,52,1,33,0.91,2,4
Manhattan,Harlem,Entire home/apt,275,2,2,0.11,1,0
Brooklyn,Greenpoint,Private room,75,1,55,1.46,1,0
Brooklyn,Bushwick,Private room,45,3,101,2.89,2,60
Manhattan,Upper East Side,Entire home/apt,153,2,4,0.14,1,3
Manhattan,Upper West Side,Private room,39,4,2,0.05,1,53
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,6,4,0.09,1,0
Manhattan,Midtown,Entire home/apt,182,4,51,1.03,2,317
Brooklyn,Borough Park,Private room,50,2,1,1.0,1,25
Queens,Astoria,Entire home/apt,80,1,3,0.05,1,0
Brooklyn,Crown Heights,Entire home/apt,105,1,39,2.44,1,38
Brooklyn,Flatbush,Entire home/apt,150,3,37,0.86,1,320
Manhattan,Harlem,Private room,70,1,3,0.18,2,0
Manhattan,Hell's Kitchen,Entire home/apt,299,4,16,5.45,1,59
Brooklyn,Greenpoint,Entire home/apt,140,4,18,0.39,1,30
Queens,Ditmars Steinway,Private room,100,2,1,0.05,1,0
Manhattan,Hell's Kitchen,Private room,112,1,196,5.4,1,71
Brooklyn,Park Slope,Entire home/apt,89,5,92,7.26,1,193
Queens,Jamaica,Private room,65,1,347,13.48,3,159
Brooklyn,Bushwick,Entire home/apt,137,4,61,2.36,1,126
Brooklyn,Bushwick,Entire home/apt,150,3,18,0.53,1,0
Brooklyn,Williamsburg,Private room,63,3,1,0.14,1,0
Brooklyn,Williamsburg,Entire home/apt,305,2,14,6.46,1,296
Manhattan,Washington Heights,Private room,75,2,4,0.34,1,0
Brooklyn,Flatlands,Entire home/apt,110,2,30,2.51,1,327
Manhattan,Harlem,Private room,45,7,2,0.06,1,0
Brooklyn,Gowanus,Entire home/apt,250,2,57,0.67,1,25
Brooklyn,Windsor Terrace,Entire home/apt,150,1,1,0.02,3,129
Queens,Long Island City,Private room,100,2,37,0.58,2,97
Queens,Richmond Hill,Entire home/apt,85,2,33,1.62,1,179
Manhattan,Gramercy,Entire home/apt,250,30,17,0.39,2,327
Brooklyn,Williamsburg,Private room,90,5,87,2.43,2,305
Brooklyn,Boerum Hill,Private room,105,4,2,0.76,1,0
Manhattan,East Village,Entire home/apt,199,7,13,0.82,1,349
Brooklyn,Bushwick,Private room,51,2,4,0.15,1,0
Brooklyn,Williamsburg,Entire home/apt,180,2,125,1.36,3,248
Brooklyn,Bushwick,Private room,75,2,19,1.47,1,198
Queens,Ridgewood,Entire home/apt,60,3,101,3.65,2,47
Manhattan,Midtown,Private room,110,2,8,1.06,1,0
Brooklyn,Park Slope,Private room,65,8,7,0.15,1,11
Brooklyn,Crown Heights,Private room,66,1,1,0.03,1,0
Staten Island,Tompkinsville,Entire home/apt,99,1,37,4.25,2,172
Manhattan,Upper East Side,Entire home/apt,169,7,11,0.2,1,24
Queens,St. Albans,Private room,85,1,48,1.41,3,180
Queens,Sunnyside,Private room,80,4,42,0.89,2,1
Bronx,Wakefield,Private room,59,1,11,0.5,1,35
Manhattan,Kips Bay,Entire home/apt,175,2,22,0.81,1,0
Brooklyn,Williamsburg,Private room,80,5,1,0.09,1,0
Manhattan,East Harlem,Private room,170,2,5,0.5,1,0
Manhattan,West Village,Entire home/apt,215,1,3,0.42,1,0
Brooklyn,Red Hook,Private room,64,1,128,2.71,1,76
Manhattan,East Harlem,Private room,99,1,1,0.13,1,0
Brooklyn,Williamsburg,Private room,100,4,12,0.42,1,0
Brooklyn,Williamsburg,Entire home/apt,137,3,3,0.1,1,0
Brooklyn,Williamsburg,Entire home/apt,250,3,1,1.0,1,2
Manhattan,Harlem,Private room,130,3,44,1.15,1,80
Manhattan,Greenwich Village,Entire home/apt,90,42,2,0.41,1,91
Bronx,Concourse Village,Shared room,60,1,2,0.09,1,0
Manhattan,Nolita,Entire home/apt,125,2,5,1.1,1,0
Bronx,Mount Eden,Entire home/apt,150,1,4,0.28,1,0
Manhattan,Greenwich Village,Private room,43,5,3,0.39,1,5
Manhattan,East Village,Private room,71,2,112,5.22,1,129
Brooklyn,Williamsburg,Private room,75,1,5,0.59,1,55
Queens,Glendale,Private room,95,2,46,1.15,1,0
Manhattan,Harlem,Private room,104,3,298,4.67,1,42
Brooklyn,Flatbush,Private room,70,1,31,3.0,2,51
Manhattan,Little Italy,Entire home/apt,150,2,9,1.41,1,89
Queens,Ditmars Steinway,Private room,69,2,103,1.39,2,124
Brooklyn,Bushwick,Entire home/apt,65,7,4,0.09,1,0
Queens,Rockaway Beach,Private room,125,1,30,2.2,1,342
Brooklyn,Brooklyn Heights,Entire home/apt,118,1,2,0.09,1,0
Brooklyn,Boerum Hill,Entire home/apt,180,3,2,0.05,1,0
Queens,Cambria Heights,Private room,40,1,15,1.34,1,361
Brooklyn,Greenpoint,Private room,60,4,6,0.07,1,303
Manhattan,Upper East Side,Private room,75,4,15,2.66,1,21
Brooklyn,Cypress Hills,Private room,38,4,10,2.44,2,307
Bronx,University Heights,Private room,55,1,2,0.11,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,14,9,0.2,1,6
Brooklyn,Bedford-Stuyvesant,Entire home/apt,121,2,16,0.42,2,0
Manhattan,Upper West Side,Private room,310,4,12,0.18,1,358
Brooklyn,Bushwick,Private room,60,2,226,3.42,2,164
Manhattan,Gramercy,Entire home/apt,190,7,10,2.7,1,24
Brooklyn,Williamsburg,Private room,75,1,135,5.31,2,19
Brooklyn,South Slope,Private room,50,1,19,0.71,1,0
Brooklyn,Greenpoint,Private room,49,4,138,1.19,3,320
Brooklyn,Columbia St,Entire home/apt,169,1,11,0.47,1,0
Brooklyn,Greenpoint,Private room,110,2,5,1.61,1,82
Brooklyn,Bushwick,Private room,41,3,2,0.05,1,0
Queens,College Point,Private room,53,7,2,0.12,1,279
Manhattan,East Village,Private room,125,1,80,3.35,1,340
Brooklyn,Williamsburg,Entire home/apt,160,4,68,2.26,1,16
Brooklyn,Bushwick,Entire home/apt,130,5,14,1.24,1,305
Brooklyn,Bushwick,Private room,40,1,3,2.31,1,0
Manhattan,Chelsea,Entire home/apt,199,2,71,1.42,1,0
Manhattan,Lower East Side,Private room,83,1,285,2.69,1,7
Manhattan,East Harlem,Private room,90,1,18,5.74,2,238
Manhattan,Harlem,Entire home/apt,115,2,84,1.51,1,50
Manhattan,Lower East Side,Private room,95,1,13,0.32,2,0
Manhattan,Upper West Side,Entire home/apt,199,13,2,0.03,1,0
Brooklyn,Park Slope,Entire home/apt,285,5,9,1.86,1,2
Brooklyn,East Flatbush,Entire home/apt,200,2,27,2.3,2,217
Manhattan,Kips Bay,Entire home/apt,240,1,67,0.89,1,321
Manhattan,Murray Hill,Private room,205,1,23,0.91,1,363
Manhattan,Lower East Side,Entire home/apt,180,3,49,1.58,1,1
Brooklyn,Crown Heights,Entire home/apt,113,1,3,0.08,1,0
Brooklyn,Williamsburg,Private room,50,2,25,2.26,2,21
Brooklyn,Fort Greene,Private room,80,1,1,0.05,1,0
Manhattan,East Harlem,Private room,100,1,35,1.82,2,318
Brooklyn,Bedford-Stuyvesant,Private room,67,3,16,1.11,2,307
Staten Island,St. George,Private room,50,1,12,0.42,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,3,16,0.65,2,5
Manhattan,Harlem,Entire home/apt,175,2,1,0.09,1,14
